sku,name,category,subcategory,description,moq,gst_rate,base_price,list_price,has_sizes,image,lead_time_days,active,sort_order,related_skus,auto_related_skus,event_tags
CSUN-3428,Magnetic Flip Top Gift Box,Packaging & Others,Packaging & Others,"- Premium rigid construction provides enhanced durability and protection for the contents inside.
- Hinged lid design allows smooth flip-open access while maintaining a sophisticated presentation.
- One-piece box structure ensures stability and a premium unboxing experience.
- Spacious interior accommodates a variety of products, gifts, kits, and promotional items.
- Clean and minimalist design offers an elegant and professional appearance.
- Suitable for corporate gifting, employee welcome kits, product packaging, event giveaways, and presentation purposes.
- Sturdy walls help protect contents from external impact during storage and transportation.
- Smooth surface allows easy customization with logos, branding, printing, embossing, or labeling.
- Reusable design enables long-term use for storage and organization.
- Secure closure helps keep contents neatly contained and protected.
- Ideal for premium gifting and luxury packaging applications.
- Approximate dimensions: 25 cm × 19 cm × 6 cm",100,18,650,1300,FALSE,https://cdn.store.link/products/store18473/qg8ubu-csun-3428.png?versionId=.gJTIA.uk7McJ2SbnhtAcPYIJe.nvOES,21,TRUE,90,,,
CSUN-0064,Elegant Bamboo Pen,Pens,Pens,"Brand: SOIL

- Elegant ballpoint pen with a bamboo body, metal clip
- Made from bamboo for a sustainable, natural look and feel
- Comes with blue ink, push-button mechanism
- Aluminium metal fittings with bamboo barrel
- Weight: 17g
- Material: Bamboo, Metal/Aluminum
- Pen size: 1.1 cm D x 14 cm H",500,18,105,175,FALSE,https://cdn.store.link/products/store18473/to4ywn-csun-0064.png?versionId=A.MBYrMRFYTsCYhjdHMRptYhzqbYrUPZ,45,TRUE,91,,,Sustainability
ADAL-045,Ivory Click Shinning Ballpoint Pen,Pens,Pens,"Brand: Callis

- Stylish click-action mechanism aluminium ballpoint pen
- Soft-touch coating with shiny chrome underlayer when laser engraved
- Pen size: Length 135.00 mm x Diameter 8.00 mm",500,18,135,225,FALSE,https://cdn.store.link/products/store18473/088f0o-adal-045.png?versionId=fQPqJJr3tzKpRCfkFS1SnVCiBMgvM0fY,45,TRUE,92,,,New Joinee Program
ADAL-012,Ivory Pen,Pens,Pens,"Brand: Adalrich

- Stylish click-action mechanism aluminium ballpoint pen
- Soft-touch coating with shiny chrome underlayer when laser engraved
- Pen size: Length 135.00 mm x Diameter 8.00 mm",25,18,135,225,FALSE,https://cdn.store.link/products/store18473/n9rt8q-ivory%20pen4.png?versionId=k3H0hu_GEAcxAteLwBS607dYgFcdm4Oe,14,TRUE,93,,,New Joinee Program
CSUN-0941,KRETA Metal Ball Pen - Black,Pens,Pens,"Brand: Callis


- Matte black body contrasted with sleek steel chrome appointments
- Designer clip fits neatly into your pocket, offering a stylish and functional touch
- Ergonomically designed for a comfortable writing experience
- Ballpoint nib with smooth-flowing black ink
- Uses a metal jotter refill, easily available at regular stationery stores
- Dimensions: 14.5 x 1.3 x 2 cm (L x W x H)
- A reliable, user-friendly writing instrument for everyday use",500,18,45,75,FALSE,https://cdn.store.link/products/store18473/xzdh4c-csun-0941.jpg?versionId=BIJPz7sQlR.ZN_hWmAMi7pMz1piGH7ID,45,TRUE,94,,,
CSUN-0948,SOIL Plantable Seed Pencils-Box Of 12,Pens,Pens,"Brand: Bio Q

- Set of 12 plantable seed pencils – write with them, then plant them once they’re too short to use
- Eco-friendly, biodegradable, non-toxic, sustainable, and made from recycled materials
- Each pencil contains a seed capsule at the end with plant variants such as Marigold, Tomato, Chilli, Okra, Brinjal, Basil, Coriander, Methi, Sunflower, and Spinach
- Encourages sustainability and awareness of eco-living
- Made using high-quality seeds for better germination and growth",25,18,450,750,FALSE,https://cdn.store.link/products/store18473/3mww1r-csun-0948.jpg?versionId=z9mBoV6wdRHFUVn6d_YR_bT3ulndeWd5,7,TRUE,95,,,
CSUN-0124,SOIL Recycled Kraft Pens - Green,Pens,Pens,"Brand : SOIL

- Eco-friendly ballpoint pen crafted from sustainable bamboo
- Features smooth writing performance with comfortable grip
- Stylish colored accents add a modern touch
- Lightweight and durable",25,18,165,275,FALSE,https://cdn.store.link/products/store18473/wg9izy-csun-0124.png?versionId=s2xZZiJeLjp0r4phvpGUKW9cpKbYDN6S,7,TRUE,96,,,"New Joinee Program,Sustainability"
G2932251-5,Sheaffer 100 with A5 Notebook Gift Set,Pens,Pens,"Brand- Sheaffer

-Gift set pairs a Sheaffer 100 ballpoint pen with a medium notebook
- Sleek and modern pen with a tapered silhouette
- Features the Sheaffer White Dot, the trademark symbol of writing excellence
- 160 pages of 90 gsm fountain pen-friendly paper. Easy-to-carry Medium notebook.
- The Sheaffer 300 ballpoint pen is fitted with a black Medium K-Type ballpoint refill. The pen is compatible with all Sheaffer K-type refills.
- Hardbound notebook with premium black leatherette cover
- Presented in a smart gift box",25,18,3116,3895,FALSE,https://cdn.store.link/products/store18473/-o2vh0-sheaffer%20100%20with%20a5%20notebook%20gift%20setg2932251-5.png?versionId=JsrDOmHHwdXwg2VAXRkXdmcDixfQ3Ywq,14,TRUE,97,,,
CSUN-0285,Super Hit Matt Senator Pen - White,Pens,Pens,"Brand: Callis

- Barrel made from recycled material
- Matt opaque barrel with polished clip
- Product size: 149 x 15 x 11mm",500,18,30,50,FALSE,https://cdn.store.link/products/store18473/5z6r8z-csun-0285.png?versionId=Oryp7KQ8_qrWK1hc5AsUfRpLQkaowS_2,45,TRUE,98,,,New Joinee Program
CSUN-3494,Tesla Classic Ball Pen,Pens,Pens,"Brand: Callis

- Premium ballpoint pen with a sleek and contemporary design.
- Durable plastic body offers a lightweight feel for comfortable everyday use.
- Smooth ink flow ensures effortless and consistent writing.
- Fine writing tip delivers clean, precise, and neat lines.
- Ergonomically designed for a comfortable grip during extended writing sessions.
- Matte finish with chrome accents adds a refined and professional appearance.
- Suitable for office use, schools, meetings, conferences, and daily writing tasks.
- Ideal for corporate gifting, promotional campaigns, events, and employee welcome kits.
- Available with blue ink for clear and reliable writing.
- Combines style, functionality, and durability for everyday performance.",25,18,105,175,FALSE,,7,TRUE,99,,,
CSUN-3382,ET-TU Carara Polo T-Shirt,Polos,Polos,"Brand: ET-TU


- Stay cool and comfortable with moisture-wicking fabric that efficiently draws sweat away from the skin.
- Quick-dry technology helps keep you fresh and dry during active use.
- Breathable fabric promotes airflow for enhanced comfort throughout the day.
- Silicon finish provides an exceptionally soft and smooth hand feel.
- Skin-friendly fabric ensures lasting comfort, even during extended wear.
- Classic polo design with a self-fabric collar for a clean and professional appearance.
- Self-fabric front placket with three matching buttons adds a refined finish.
- Set-in short sleeves offer a comfortable regular fit with ease of movement.
- Twin-needle stitching at the bottom hem enhances durability and long-lasting wear.
- Made from 100% polyester for lightweight performance and easy maintenance.
- Lightweight 160 GSM fabric is ideal for everyday wear, corporate uniforms, and team apparel.
- Regular fit available in sizes XS to 4XL, suitable for both men and women.",100,18,1920,3200,TRUE,https://cdn.store.link/products/store18473/uo4n6m-ettu-carara-polo-with-metal-zip.jpg?versionId=Otk4K6DP0Vu9zHIug6CKA.K16c5BSU5b,14,TRUE,100,,,
CSUN-0002,ET-TU Unisex Technical Performance Polo T-Shirt - Rama Blue,Polos,Polos,"Brand: ET-TU


- Crafted from 100% polyester micro pique for durability and comfort
- Features a sturdy 230 GSM fabric weight
- Moisture-wicking knit construction keeps you dry
- Breathable design allows for optimal airflow
- Ideal for activewear or comfortable all-day use
Gender : Unisex",50,18,1575,2625,TRUE,https://cdn.store.link/products/store18473/o0cknv-csun-0002-xs.png?versionId=oKi3Dz4PKP.MyIh91hFYwGOYPdUsJmGY,21,TRUE,101,,,
CSUN-1015,OMG Endurance Men's In & Out Polo T-Shirt - Navy Blue,Polos,Polos,"Brand: OMG

- Crafted with 100% polyester outer and 100% cotton inner for a soft, compacted pre-shrunk feel.  
- Flow bleach/dyed for vibrant colors with guaranteed color fastness.  
- Double-needle stitching on sleeves and hem for enhanced durability.  
- 3-button placket with dyed-to-match buttons for a polished look.  
- Perfect for games or casual outings with friends.  
- 210-220 GSM fabric ensures durability and breathability.  
Gender: Men",100,18,855,1425,TRUE,https://cdn.store.link/products/store18473/ud39jb-csun-1015_xs.png?versionId=dCjt_gLkk_kQLjycwk5zz2Ns7L0.x789,14,TRUE,108,,,
SKEC-001,Skechers Polo T-Shirt,Polos,Polos,"Brand: Skechers

- Skechers Regular Fit Collared Polo T-Shirt in classic navy blue
- Made from 100% polyester fabric for durability and easy care
- Regular fit for comfortable everyday wear
- Available in sizes XS, S, M, L, XL, XXL and 3XL",10,18,1599,1999,TRUE,https://cdn.store.link/products/store18473/xeck82-skechers%20polo%20t-shirt.png?versionId=7Uw48UmeuRevifwI5kqwV3el6prfrBOn,7,TRUE,109,,,
760038A,GILDAN Softstyle Midweight Adult T-Shirt - Sand,T-Shirts,T-Shirts,"Brand: Gildan


- Made from 100% ring-spun cotton for softness and durability.  
- Fabric weight of 185 GSM ensures breathability and quality.
- Diverts waste from landfills through sustainable practices of reducing, reusing, recycling, and recovering materials.
- Gender: Men",500,18,540,900,TRUE,https://cdn.store.link/products/store18473/9213b3-csun-0952.png?versionId=R0NmJ.MeLsL60fM3rbj4YPdRwTISSLVa,60,TRUE,110,,,Sustainability
CSUN-1572,OMG Endurance Men's Round Neck T-Shirt - Light Blue,T-Shirts,T-Shirts,"Brand: OMG

- Made from 100% cotton with a 180 GSM weight for comfort and breathability.  
- Semi-fitted cut provides a flattering shape without being too tight.  
- Combines softness, durability, and style for everyday wear.
- Gender: Unisex",100,18,630,1050,TRUE,https://cdn.store.link/products/store18473/3ctukm-csun-1572%20%281%29.jpg?versionId=CUVQ9q8DmGNvFeIDmbvd6tS_HmJytkFf,14,TRUE,115,,,Personal Milestone
CSUN-0090,OMG Endurance Roundneck T-Shirt - Royal Blue,T-Shirts,T-Shirts,"Brand: OMG


- Made from 100% cotton with a 180 GSM weight for softness and durability.  
- Flexible ribbed crew neck enhances comfort.  
- Bio-washed, anti-pilling finish ensures a smooth and long-lasting texture.  
- Compacted, pre-shrunk material maintains shape and size after washing.  
- Provides a consistent fit with every wear.
- Gender: Unisex",100,18,600,1000,TRUE,https://cdn.store.link/products/store18473/6f0zqr-csun-0090.jpg?versionId=wcZxdGde7zgCdGRM7XCtfGlHOt7OhqTc,14,TRUE,116,,,New Joinee Program
CSUN-1527,OMG Endurance Unisex Round Neck T-Shirt - Black Melange,T-Shirts,T-Shirts,"Brand: OMG


- Made from 100% cotton with a 180 GSM weight for softness and durability.  
- Flexible ribbed crew neck enhances comfort.  
- Bio-washed, anti-pilling finish ensures a smooth and long-lasting texture.  
- Compacted, pre-shrunk material maintains shape and size after washing.  
- Provides a consistent fit with every wear.
- Gender: Unisex",100,18,585,975,TRUE,https://cdn.store.link/products/store18473/7zx18u-csun-1527_xs.png?versionId=8ETB2Qan_DLH3lC5SuC.cFqXPF2c333G,14,TRUE,117,,,New Joinee Program
CSUN-1290,OMG Endurance Unisex Round Neck T-Shirt - Navy Blue,T-Shirts,T-Shirts,"Brand: OMG


- Made from 100% cotton with a 180 GSM weight for softness and durability.  
- Flexible ribbed crew neck enhances comfort.  
- Bio-washed, anti-pilling finish ensures a smooth and long-lasting texture.  
- Compacted, pre-shrunk material maintains shape and size after washing.  
- Provides a consistent fit with every wear.
- Gender: Unisex",100,18,600,1000,TRUE,https://cdn.store.link/products/store18473/26jjqr-csun-1290.jpg?versionId=6nJ8yCXwzAzaVZSad1SxLbttIG3rxuki,14,TRUE,118,,,
CSUN-0978,OMG Endurance Unisex Roundneck T-Shirt - Black Heather,T-Shirts,T-Shirts,"Brand: OMG



- 180 GSM fabric weight
- Made from bio-washed 100% cotton for extra softness
- Anti-pilling fabric ensures long-lasting smoothness
- Compacted and pre-shrunk for a consistent fit
- Available in all solid colours
- Flexible ribbed crew neck for added comfort
- Precisely stitched with no pilling and no fading
- Designed for all-time comfort, suitable for anytime and anywhere
- Gender: Unisex",100,18,630,1050,TRUE,https://cdn.store.link/products/store18473/sqe0s1-csun-0978.jpg?versionId=0RIPYMdR7osSeX00LA0WHus3VH385HH5,14,TRUE,119,,,
CSUN-1580,Neoprene Tote Bag - Black,Totes & Slings,Totes & Slings,"Brand: TravelXOXO


- Made from 600D TPU coated rPET and neoprene using recycled materials
- Spacious open cavity fits towels and large beach essentials
- Interior water-resistant zippered pocket for organized storage
- Versatile carry options with padded grab handles and fixed shoulder straps",25,18,1620,2700,FALSE,https://cdn.store.link/products/store18473/lo4jee-csun-1580.jpg?versionId=4jTPU8005l_sboXwvlsd67css6xAAhl7,14,TRUE,120,,,
OW-ZPBLU,Okami ZenPack LITE Laptop Messenger Bag X Briefcase with USB Fast-Charging for Laptops up to 15.6 inches (Kyoto Black),Totes & Slings,Totes & Slings,"Brand: OKAMI


- The ZenPack LITE Messenger Bag by Okami is designed for executives, creatives, travelers, and commuters, combining sleek design with high functionality.
- Built to adapt to different needs, it serves as a versatile everyday carry solution.
- Features a dedicated laptop compartment for devices up to 15.6 inches and a padded section for tablets up to 11 inches.
- Includes a spacious main compartment along with a total of 3 compartments for better organization and storage.
- Equipped with Okami’s integrated fast-charging system for seamless device charging on the go.
- Comes with a weather shield cover to protect charging ports from rain and dust.
- Offers convertible carry options, allowing use as both a messenger bag and a briefcase.
- Includes a detachable padded shoulder strap with durable metal hardware and vegan leather accents.
- Features a quick-access external slip pocket for easy access to documents.
- Made with durable, water-resistant fabric and zippers, engineered in collaboration with DRYE by Okami.
- Designed to withstand light rain and accidental spills.",100,18,3999,4999,TRUE,https://cdn.store.link/products/store18473/6unu9g-zenpack%20blue.png?versionId=70R0t0RGJp6SXvBIn2IPv_FtW6qVZSQ8,7,TRUE,121,,,
CSUN-1133,SOIL Canvas Tote Bag - Natural,Totes & Slings,Totes & Slings,"Brand: SOIL

- Made from eco-friendly, high-quality 12 oz cotton canvas
- Designed to hold its shape for long-lasting use
- Ideal for work, groceries, or everyday errands
- Classic design suitable for various occasions
- Size: 14"" W x 16"" H x 3"" D inches",25,18,420,700,FALSE,https://cdn.store.link/products/store18473/789ppe-csun-1133.jpg?versionId=dUdYqPYfgU0Od8ZHvEwXYCtTcsG0VOhA,14,TRUE,122,,,"New Mom & Baby Kit,Sustainability"
CSUN-1165,SOIL Two Tone Canvas Drawstring Backpack,Totes & Slings,Totes & Slings,"Brand: SOIL


- Made from natural canvas material with a color accent on the bottom
- Lightweight and easy to carry for daily use
- Crafted from 100% cotton, making it sustainable and eco-friendly
- Spacious and practical with a simple drawstring closure
- Size: 14"" W x 17.5"" H inches",25,18,375,625,FALSE,https://cdn.store.link/products/store18473/fo4wlt-csun-1165.jpg?versionId=Qan1ULeTa2pKdnjzJay27uGcv0KFF0pY,14,TRUE,123,,,Sustainability
BACK-060,The Backbencher Texas Laptop Bag,Totes & Slings,Totes & Slings,"Brand: The Backbencher

- Laptop bag crafted from nylon canvas with vegan leather accents  
- Sleek professional design with cushioned build  
- Includes detachable shoulder strap for versatile carrying  
- Organized with inner pocket and single zipper pocket  
- Suitable for laptops up to 15 inches  
- Dimensions: 16.5 × 11 × 2.5 inches  
- Available in navy blue & grey and black & grey color options  
- Comes packaged in a craft paper box for eco-conscious presentation",25,18,2319,2899,FALSE,https://cdn.store.link/products/store18473/b-97bd-texas%20laptop%20bag1.png?versionId=MLOI._Kcd7Fb8zWs7GXQ.WRxvzR_F3FG,14,TRUE,124,,,
CSUN-0296,travelXOXO Drawstring Bag - Mesh Window - Black,Totes & Slings,Totes & Slings,"Brand: travelXOXO

-Convenient drawstring cinch pack for a hands-free solution to carry necessities
-Made from durable 210-denier nylon with black simulated fabric trim at the corners
-Features a large front zipper compartment for accessories
-Drawstrings double as shoulder straps for easy carrying
-Size: W 14"""" x H 17.5"""" inches",25,18,435,725,FALSE,https://cdn.store.link/products/store18473/d-iuf9-csun-0296.jpg?versionId=DfV750gadRnGCw5u26bf1ZPU5sYOykNF,14,TRUE,125,,,New Joinee Program
FW2 (1) XX 001,American Tourister Sprint,Travel Extreme,Travel Extreme,"Brand: American Tourister 

Cabin Size – 55 CM

- Lightweight polypropylene hard-shell luggage designed for convenient cabin travel and short trips
- Cabin-friendly dimensions of 40 x 55 x 23 cm with a storage capacity of 34 litres
- Weighs approximately 2.39 kg, making it easy to carry and manoeuvre during travel
- Built with armoured impact-resistant material for improved durability and protection during transit
- Features a fixed 3-digit combination lock system for secure storage of belongings
- Smooth double-wheel configuration enables stable movement and effortless navigation across surfaces
- Ergonomic grip handle and telescopic trolley system provide comfortable handling and portability
- Interior packing straps help keep clothing and essentials organised and secure
- Modern hard-shell exterior design suitable for both leisure and business travel",25,18,7040,8800,TRUE,https://cdn.store.link/products/store18473/xexmji-sprint.png?versionId=cpMDll8xjZ3GesUmGVBYDCNhrum0D6Kr,14,TRUE,126,,,
CSUN-0908,SOIL Canvas Single Zip Pouch,Travel Extreme,Travel Extreme,"Brand: SOIL

- Stylish natural canvas pouch with a secure zipper.  
- Compact and chic design for everyday essentials.  
- Perfect for organizing makeup, tools, and travel items.  
- Neutral-toned with a convenient top zipper.  
- Size: 7.5"" H x 5.9"" W.",25,18,195,325,FALSE,https://cdn.store.link/products/store18473/dgfqlv-csun-0908.jpg?versionId=YNC6HnJQLMTUoI3jnnp0.inVdh.a8ISK,14,TRUE,127,,,Sustainability
SWISS-037,Swiss Military Starkey Hard Top Trolley Luggage,Travel Extreme,Travel Extreme,"Brand: Swiss Military

- Crafted from SwissFlex ultra-lightweight polypropylene (PP) material for exceptional durability, impact resistance, and ease of handling.
- Hard-shell construction provides enhanced protection for belongings during business trips, vacations, and frequent travel.
- Distinctive 3D geometric textured design delivers a modern, premium appearance while helping minimize visible scratches and scuffs.
- Spacious interior compartment offers efficient packing and organization for clothing, accessories, and travel essentials.
- Premium inner lining enhances durability and provides a refined travel experience.
- Elastic separator compartment helps keep belongings secure, organized, and neatly arranged during transit.
- Smooth 360° spinner wheels ensure effortless, silent movement across airports, hotels, and various travel surfaces.
- Ergonomic push-button metal trolley handle allows comfortable maneuverability and adjustable height control.
- Integrated 3-dial combination lock provides added security and peace of mind while traveling.
- Lightweight design reduces carrying effort without compromising on strength and reliability.
- Ideal for business travel, leisure trips, weekend getaways, and corporate gifting purposes.
- Designed to combine functionality, security, and premium aesthetics for modern travelers.
- Cabin luggage capacity: 44 Litres.
- Dimensions: 35 x 23 x 55 cm.
- Suitable as carry-on luggage for convenient short-distance and business travel.
- Color and finish designed to maintain a sophisticated and professional appearance throughout frequent use.",25,18,7199,8999,TRUE,https://cdn.store.link/products/store18473/6ifnce-swiss-037.png?versionId=5SpMnOSK0dBHYvZblqP4.8YhMLJmW4o2,14,TRUE,128,,,
CSUN-0177,travelXOXO Ladies Hanging Cosmetic Bag,Travel Extreme,Travel Extreme,"Brand:travelXOXO

- Made from 100% polyester outer material
- Ideal for organizing valuables while traveling
- Features an adjustable, detachable carry strap
- Main and inner compartments with zip closures
- Includes an additional external compartment
- Extra pockets for organizing accessories
- Top opening allows quick and easy access
- Adjustable shoulder strap for comfortable carrying
- Dimensions: 6.75"" x 12.5"" x 3.25""",50,18,825,1375,FALSE,https://cdn.store.link/products/store18473/icwt10-csun-0177%20%281%29.jpg?versionId=cPlyvl5mxdyey.22DQDKOv.2bmUiz4Dl,14,TRUE,129,,,New Mom & Baby Kit
CSUN-0379,travelXOXO X-POD Sling Pack,Travel Extreme,Travel Extreme,"Brand:travelXOXO

- Sleek and lightweight design for everyday convenience
- Adjustable belt strap ensures a secure and comfortable fit
- Main zippered pocket keeps essentials organized and within reach
- Perfect for travel, outdoor adventures, or casual daily wear",50,18,1485,2475,FALSE,https://cdn.store.link/products/store18473/vukl7d-csun-0379.jpg?versionId=4jtqFewcODyNsWymrFXI807E8Z1Xnp.z,14,TRUE,130,,,
